hour,start_station_id,end_station_id,trip_count
2025-12-31T11:00:00,JC074,JC104,1
2025-12-31T14:00:00,JC115,JC076,1
2025-12-31T16:00:00,JC139,JC063,1
2025-12-31T18:00:00,JC099,JC003,1
2025-12-31T18:00:00,JC103,JC055,1
2025-12-31T19:00:00,JC116,JC104,1
2025-12-31T21:00:00,JC019,JC003,1
2025-12-31T22:00:00,JC023,JC003,1
2025-12-31T22:00:00,JC115,HB501,1
2025-12-31T23:00:00,HB101,HB501,2
2025-12-31T23:00:00,JC065,HB301,1
2025-12-31T23:00:00,JC115,JC115,1
2026-01-01T00:00:00,HB105,HB301,1
2026-01-01T00:00:00,HB105,HB508,3
2026-01-01T00:00:00,HB201,HB302,3
2026-01-01T00:00:00,HB201,HB601,1
2026-01-01T00:00:00,HB203,HB601,1
2026-01-01T00:00:00,HB303,JC081,1
2026-01-01T00:00:00,HB404,HB401,2
2026-01-01T00:00:00,HB408,HB608,1
2026-01-01T00:00:00,HB501,HB501,3
2026-01-01T00:00:00,HB502,HB303,1
2026-01-01T00:00:00,HB505,JC027,1
2026-01-01T00:00:00,HB601,HB302,1
2026-01-01T00:00:00,HB601,JC034,1
2026-01-01T00:00:00,HB603,HB201,1
2026-01-01T00:00:00,JC035,JC095,1
2026-01-01T00:00:00,JC052,JC084,1
2026-01-01T00:00:00,JC066,HB402,1
2026-01-01T00:00:00,JC074,HB601,2
2026-01-01T00:00:00,JC074,JC094,1
2026-01-01T00:00:00,JC094,JC118,3
2026-01-01T00:00:00,JC095,JC115,1
2026-01-01T00:00:00,JC105,HB408,1
2026-01-01T00:00:00,JC116,JC066,1
2026-01-01T01:00:00,HB101,,1
2026-01-01T01:00:00,HB101,HB409,1
2026-01-01T01:00:00,HB101,HB603,1
2026-01-01T01:00:00,HB106,HB610,2
2026-01-01T01:00:00,HB106,JC081,1
2026-01-01T01:00:00,HB203,,1
2026-01-01T01:00:00,HB301,HB610,1
2026-01-01T01:00:00,HB303,HB603,1
2026-01-01T01:00:00,HB501,HB106,1
2026-01-01T01:00:00,HB601,HB408,1
2026-01-01T01:00:00,HB608,HB501,2
2026-01-01T01:00:00,HB609,HB301,1
2026-01-01T01:00:00,HB609,JC014,1
2026-01-01T01:00:00,JC009,HB404,1
2026-01-01T01:00:00,JC014,JC066,1
2026-01-01T01:00:00,JC018,JC024,2
2026-01-01T01:00:00,JC018,JC051,1
2026-01-01T01:00:00,JC023,JC013,1
2026-01-01T01:00:00,JC065,JC094,1
2026-01-01T01:00:00,JC082,JC023,1
2026-01-01T01:00:00,JC099,JC117,1
